time,open,high,low,close,volume,weekday,hour,weekofyear,quarter,weekofquarter,mid,xau_ratio,eur,eur_ratio
2006-06-21 13:00:00+00:00,1241.0,1257.8,1240.2,1252.2,9958,2,13,25,2,12,1255.1,1.05464930753518,1.26398,0.946128147959657
2006-06-21 21:00:00+00:00,1251.9,1252.7,1251.4,1252.5,139,2,21,25,2,12,1251.7,1.027184251407815,1.266,0.9450139063300412
2006-06-22 05:00:00+00:00,1252.7,1256.2,1250.0,1251.0,826,3,5,25,2,12,1253.7,1.0193002745943152,1.26758,0.9428727767395717
2006-06-22 13:00:00+00:00,1250.8,1250.8,1240.6,1245.1,9114,3,13,25,2,12,1244.6,1.0201577171028136,1.25828,0.9455127597540467
2006-06-22 21:00:00+00:00,1245.3,1245.6,1243.9,1244.1,136,3,21,25,2,12,1245.4,1.0338193221145617,1.25792,0.9451833075308445
2006-06-23 05:00:00+00:00,1244.4,1248.9,1242.7,1243.7,855,4,5,25,2,12,1246.2,1.0309515062326888,1.2576,0.9452833127406172
2006-06-23 13:00:00+00:00,1243.4,1253.6,1240.7,1244.5,8665,4,13,25,2,12,1249.4,1.0478843943654004,1.2496,0.9520978098899822
2006-06-25 21:00:00+00:00,1245.7,1248.0,1245.0,1247.7,231,6,21,25,2,12,1246.2,1.0344341209733607,1.25155,0.9531977606204117
2006-06-26 05:00:00+00:00,1247.5,1250.0,1245.5,1246.5,557,0,5,26,2,0,1248.0,1.0320000407231829,1.25164,0.9523604278405511
2006-06-26 13:00:00+00:00,1246.3,1251.3,1243.3,1251.0,6574,0,13,26,2,0,1247.3,1.0344490166189217,1.2567,0.9521107399234088
2006-06-26 21:00:00+00:00,1251.3,1251.5,1249.1,1250.8,169,0,21,26,2,0,1250.6,1.035490051239511,1.2581,0.9510453026848962
2006-06-27 05:00:00+00:00,1251.1,1251.1,1246.7,1249.4,586,1,5,26,2,0,1248.6,1.0262329582088603,1.26038,0.9484095928722786
2006-06-27 13:00:00+00:00,1249.1,1253.4,1238.3,1240.3,8782,1,13,26,2,0,1243.5,1.0202708984927282,1.2591,0.9426223507513989
2006-06-27 21:00:00+00:00,1240.5,1241.3,1239.3,1240.3,177,1,21,26,2,0,1240.8,1.039431395427453,1.25778,0.9437612925811274
2006-06-28 05:00:00+00:00,1240.0,1244.0,1239.8,1243.5,666,2,5,26,2,0,1241.8,1.0350860266156916,1.25748,0.9465616352476212
2006-06-28 13:00:00+00:00,1243.3,1248.5,1236.9,1247.6,8401,2,13,26,2,0,1241.1,1.035263564864399,1.25502,0.9516787216499691
2006-06-28 21:00:00+00:00,1247.8,1250.8,1247.3,1250.3,161,2,21,26,2,0,1247.8,1.0466089247330528,1.25562,0.9534236471209859
2006-06-29 05:00:00+00:00,1250.1,1253.8,1248.1,1252.1,730,3,5,26,2,0,1251.1,1.0482128351853899,1.25486,0.9555255363356346
2006-06-29 13:00:00+00:00,1252.4,1274.0,1251.6,1273.0,9976,3,13,26,2,0,1253.1,1.058535648978549,1.25488,0.9715791726295542
2006-06-29 21:00:00+00:00,1272.7,1272.8,1271.0,1272.5,202,3,21,26,2,0,1271.8,1.03200269831791,1.26654,0.9623974944046902
2006-06-30 05:00:00+00:00,1272.3,1275.8,1270.6,1275.1,832,4,5,26,2,0,1272.1,1.030817149069067,1.2713,0.9609009920374525
2006-06-30 13:00:00+00:00,1274.8,1277.5,1269.6,1272.9,7734,4,13,26,2,0,1272.1,1.0255953595105096,1.27472,0.9568327064491272
2006-07-02 21:00:00+00:00,1272.4,1273.7,1272.1,1273.4,148,6,21,26,3,0,1272.9,1.0089640774533466,1.27835,0.9546657496481242
2006-07-03 05:00:00+00:00,1273.7,1274.9,1272.2,1274.2,345,0,5,27,3,1,1274.4,1.0028581771671263,1.27836,0.9554246138369393
2006-07-03 13:00:00+00:00,1274.0,1280.4,1273.5,1278.0,3387,0,13,27,3,1,1280.2,1.0008075696799708,1.27836,0.9584341792402091
2006-07-03 21:00:00+00:00,1278.2,1278.2,1276.7,1277.3,73,0,21,27,3,1,1277.7,0.9991115190931615,1.28026,0.9566602415815946
2006-07-04 05:00:00+00:00,1277.0,1277.8,1276.5,1277.3,121,1,5,27,3,1,1277.0,1.0048700954141443,1.28076,0.956462707789753
2006-07-04 13:00:00+00:00,1277.5,1279.0,1277.3,1278.5,82,1,13,27,3,1,1278.5,1.0037593523845358,1.2797,0.9583296980307502
2006-07-04 21:00:00+00:00,1277.8,1277.8,1275.1,1275.4,235,1,21,27,3,1,1276.4,1.0019530701442894,1.28002,0.9559155222140235
2006-07-05 05:00:00+00:00,1275.2,1276.2,1273.5,1273.7,525,2,5,27,3,1,1275.4,0.9922528249641005,1.28046,0.9544734882125429
2006-07-05 13:00:00+00:00,1273.5,1274.5,1265.0,1270.3,7726,2,13,27,3,1,1268.8,0.9917518288763516,1.27474,0.9563513383252824
2006-07-05 21:00:00+00:00,1270.0,1271.8,1269.1,1271.3,149,2,21,27,3,1,1269.5,0.990246090498388,1.27242,0.9589838190535557
2006-07-06 05:00:00+00:00,1271.0,1274.1,1270.3,1272.6,563,3,5,27,3,1,1273.8,0.9939879052139776,1.27258,0.9599935158622872
2006-07-06 13:00:00+00:00,1272.8,1278.6,1270.6,1274.4,7359,3,13,27,3,1,1273.6,0.994086269400695,1.27586,0.9590275077288022
2006-07-06 21:00:00+00:00,1274.1,1274.4,1272.9,1272.9,123,3,21,27,3,1,1273.6,0.9852314435698031,1.27802,0.95642801509004
2006-07-07 05:00:00+00:00,1273.2,1281.2,1271.7,1275.4,1115,4,5,27,3,1,1272.9,0.9932257880402606,1.27696,0.9592440180367798
2006-07-07 13:00:00+00:00,1275.7,1275.7,1262.3,1266.3,9299,4,13,27,3,1,1272.7,0.9792252536933341,1.282,0.9488056044626131
2006-07-09 21:00:00+00:00,1265.8,1268.3,1265.6,1268.3,185,6,21,27,3,1,1266.1,0.9864423499348953,1.28175,0.9506448408336792
2006-07-10 05:00:00+00:00,1268.1,1271.8,1267.3,1269.1,637,0,5,28,3,2,1269.3,0.9874237086963176,1.27976,0.9528762815246193
2006-07-10 13:00:00+00:00,1268.9,1274.3,1264.2,1267.9,8177,0,13,28,3,2,1269.4,1.0015522419375704,1.27384,0.9565375834027302
2006-07-10 21:00:00+00:00,1267.7,1267.9,1266.7,1267.0,108,0,21,28,3,2,1267.7,0.99738840347865,1.27282,0.9567927521349701
2006-07-11 05:00:00+00:00,1266.7,1268.2,1265.2,1266.8,487,1,5,28,3,2,1266.2,0.9926832802221551,1.27386,0.956002691356667
2006-07-11 13:00:00+00:00,1267.0,1274.3,1259.3,1274.0,9074,1,13,28,3,2,1261.1,0.9901783666902763,1.27368,0.9616931069398991
2006-07-11 21:00:00+00:00,1274.3,1275.5,1273.5,1273.8,188,1,21,28,3,2,1273.5,0.977729746166688,1.27736,0.958903400439561
2006-07-12 05:00:00+00:00,1274.0,1274.5,1271.6,1271.6,515,2,5,28,3,2,1273.3,0.9779844901797484,1.27628,0.9581845241024821
2006-07-12 13:00:00+00:00,1271.3,1273.3,1256.5,1260.5,9234,2,13,28,3,2,1264.4,0.9551522315053275,1.27144,0.9535757419351912
2006-07-12 21:00:00+00:00,1260.2,1261.7,1259.5,1260.3,157,2,21,28,3,2,1260.7,0.9531026793316685,1.27044,0.9543212191769123
2006-07-13 05:00:00+00:00,1260.0,1260.5,1251.6,1253.1,1003,3,5,28,3,2,1257.3,0.9556894370460383,1.27118,0.9484713846658178
2006-07-13 13:00:00+00:00,1252.8,1256.1,1239.0,1239.5,12337,3,13,28,3,2,1252.6,0.9360282045925666,1.27022,0.9390788106202229
2006-07-13 21:00:00+00:00,1239.2,1239.7,1235.5,1237.0,450,3,21,28,3,2,1236.5,0.9259980472843287,1.269,0.9382734411943938
2006-07-14 05:00:00+00:00,1237.3,1243.8,1234.5,1242.5,1219,4,5,28,3,2,1241.8,0.9263405436755158,1.2684,0.9430705663378346
2006-07-14 13:00:00+00:00,1242.8,1243.3,1227.4,1234.6,11819,4,13,28,3,2,1233.8,0.9219817711692364,1.26542,0.9394685789123723
2006-07-16 21:00:00+00:00,1235.9,1236.4,1233.4,1236.1,408,6,21,28,3,2,1234.6,0.918925864810032,1.265,0.9411263338489559
2006-07-17 05:00:00+00:00,1236.4,1236.7,1227.5,1232.5,1550,0,5,29,3,3,1230.0,0.9050409924521305,1.26254,0.9404149350550982
2006-07-17 13:00:00+00:00,1232.2,1239.9,1231.0,1233.7,9326,0,13,29,3,3,1235.2,0.9285766950557202,1.2529,0.9487585501863564
2006-07-17 21:00:00+00:00,1234.0,1234.2,1232.3,1233.3,210,0,21,29,3,3,1233.0,0.9511499222751375,1.2518,0.9494801702194859
2006-07-18 05:00:00+00:00,1233.5,1235.3,1228.8,1234.8,1218,1,5,29,3,3,1230.3,0.9421766759070742,1.2527,0.9501446789512171
2006-07-18 13:00:00+00:00,1235.1,1239.5,1223.9,1238.1,12321,1,13,29,3,3,1230.6,0.9418318463988554,1.25376,0.9520731143050366
2006-07-18 21:00:00+00:00,1237.8,1238.9,1237.3,1238.6,202,1,21,29,3,3,1237.6,0.972089805640911,1.25046,0.9551568874015088
2006-07-19 05:00:00+00:00,1238.9,1244.4,1236.9,1240.9,1534,2,5,29,3,3,1239.1,0.9854359621188706,1.24988,0.9575455996087939
2006-07-19 13:00:00+00:00,1241.2,1261.8,1239.2,1257.1,11229,2,13,29,3,3,1255.8,0.9969383754878716,1.24722,0.9722476054224588
2006-07-19 21:00:00+00:00,1257.3,1258.6,1256.6,1256.9,226,2,21,29,3,3,1258.1,0.9724424397141933,1.25868,0.963400792183717
2006-07-20 05:00:00+00:00,1256.6,1260.7,1256.6,1259.9,751,3,5,29,3,3,1258.2,0.9761593269714045,1.26066,0.9643507490731208
2006-07-20 13:00:00+00:00,1259.7,1261.9,1245.5,1250.8,10783,3,13,29,3,3,1257.5,0.9762225420699898,1.26292,0.955853011128453
2006-07-20 21:00:00+00:00,1251.0,1251.3,1248.8,1250.3,157,3,21,29,3,3,1250.5,0.989292079467048,1.26276,0.9557694170205191
2006-07-21 05:00:00+00:00,1250.1,1253.3,1247.4,1249.6,969,4,5,29,3,3,1251.3,1.0002517332294913,1.2647,0.9539314333127293
2006-07-21 13:00:00+00:00,1249.8,1252.6,1236.7,1237.5,10730,4,13,29,3,3,1239.4,0.9705230720389558,1.26826,0.9422360981873281
2006-07-23 21:00:00+00:00,1238.0,1239.0,1237.0,1237.7,178,6,21,29,3,3,1237.2,0.9941537630620416,1.2711,0.9404899940654902
2006-07-24 05:00:00+00:00,1238.0,1245.0,1237.7,1244.3,803,0,5,30,3,4,1242.2,1.0053037151422692,1.2658,0.9496446479321585
2006-07-24 13:00:00+00:00,1244.5,1262.4,1243.0,1261.2,9340,0,13,30,3,4,1255.5,1.0308432773732892,1.26358,0.9643761838648452
2006-07-24 21:00:00+00:00,1261.0,1262.2,1260.7,1261.5,174,0,21,30,3,4,1261.7,1.0223552384569836,1.26356,0.964761551902946
2006-07-25 05:00:00+00:00,1261.2,1262.5,1259.3,1259.5,541,1,5,30,3,4,1261.5,1.0145235516119369,1.2638,0.9631775064756409
2006-07-25 13:00:00+00:00,1259.8,1272.3,1256.1,1264.8,9763,1,13,30,3,4,1260.3,1.0167232141966083,1.26434,0.9669463793236676
2006-07-25 21:00:00+00:00,1265.1,1265.8,1264.3,1265.3,163,1,21,30,3,4,1265.3,1.019226194430802,1.2579,0.9723899621667601
2006-07-26 05:00:00+00:00,1265.6,1266.6,1263.4,1265.9,635,2,5,30,3,4,1265.4,1.0264073435984873,1.258,0.9728956427893801
2006-07-26 13:00:00+00:00,1266.1,1273.4,1260.4,1266.7,9555,2,13,30,3,4,1266.9,1.0191001372736779,1.25944,0.9725256866872499
2006-07-26 21:00:00+00:00,1266.4,1268.7,1265.9,1268.5,157,2,21,30,3,4,1266.7,1.0131307351899446,1.27176,0.9646310357199782
2006-07-27 05:00:00+00:00,1268.7,1272.7,1268.5,1271.2,657,3,5,30,3,4,1270.7,1.0090325240955835,1.27256,0.9662185364019885
2006-07-27 13:00:00+00:00,1271.0,1275.5,1260.6,1265.3,10377,3,13,30,3,4,1271.0,0.9918517147738878,1.27352,0.9611655124115629
2006-07-27 21:00:00+00:00,1265.1,1266.6,1264.3,1266.3,137,3,21,30,3,4,1265.6,0.9962486188661348,1.2698,0.9648485720980341
2006-07-28 05:00:00+00:00,1266.1,1269.9,1264.9,1267.6,901,4,5,30,3,4,1268.1,0.9991754103103949,1.26848,0.9669382541525037
2006-07-28 13:00:00+00:00,1267.4,1279.8,1266.9,1278.4,9687,4,13,30,3,4,1277.3,1.0089359254467416,1.27237,0.9722610485288276
2006-07-30 21:00:00+00:00,1278.1,1278.1,1276.4,1276.7,163,6,21,30,3,4,1277.4,1.0034574046220421,1.27655,0.9678577608637301
2006-07-31 05:00:00+00:00,1276.9,1277.2,1274.5,1274.7,550,0,5,31,3,5,1275.7,0.9968833972325261,1.27628,0.966616945396268
2006-07-31 13:00:00+00:00,1275.0,1278.5,1273.2,1276.3,6253,0,13,31,3,5,1274.2,1.001650756806835,1.2779,0.9666753166530163
2006-07-31 21:00:00+00:00,1276.0,1277.0,1275.8,1275.8,92,0,21,31,3,5,1276.5,1.0009080662217553,1.27668,0.9673002217527294
2006-08-01 05:00:00+00:00,1276.0,1277.3,1272.8,1273.3,634,1,5,31,3,5,1275.3,1.001718445775061,1.27346,0.9679227058209228
2006-08-01 13:00:00+00:00,1273.1,1273.6,1264.7,1270.9,8153,1,13,31,3,5,1268.4,1.0061499587355542,1.27396,0.9658056905988534
2006-08-01 21:00:00+00:00,1270.7,1271.4,1270.2,1271.2,126,1,21,31,3,5,1270.4,0.981181886268368,1.2826,0.959625336670425
2006-08-02 05:00:00+00:00,1271.4,1274.7,1271.2,1272.5,536,2,5,31,3,5,1274.0,0.9812421992975235,1.2822,0.961008547204557
2006-08-02 13:00:00+00:00,1272.7,1282.7,1272.2,1278.3,7950,2,13,31,3,5,1281.0,0.9823647812054597,1.2803,0.9669165037203853
2006-08-02 21:00:00+00:00,1278.0,1279.0,1277.0,1278.0,119,2,21,31,3,5,1278.0,0.9803247675106251,1.2788,0.9679191968198101
